,wallet_access_status_Yes,pii_handling_status_Yes,spending_limits,SLOC,LLOC,CLOC,NF,WMC,NL,NLE,NUMPAR,NOS,DIT,NOA,NOD,CBO,NA,NOI,Avg_McCC,Avg_NL,Avg_NLE,Avg_NUMPAR,Avg_NOS,Avg_NOI
learn_near_comments_agent1,13.294931465203032,9.72369407489235,-16.49879292256561,0.3968000315675294,-0.3304742034695544,-0.1827668666024217,0.194850194609315,-0.4557028118986975,-0.2250522082941773,-0.0935579693947039,-0.3066718787425505,-0.3112034046254885,-0.0251229796590303,0.0332065666708747,-0.0550785035570339,-0.3685026481357676,-0.5303196267832777,0.1145168631627373,-0.2408436764512792,-0.3124243975452781,0.0714043641049769,0.2656759992125164,-0.103338961892009,-0.1778063424214556
learn_near_agent2,-13.232329051627174,-10.09236314314751,-17.686811804225766,-0.4080117358433434,0.0159223168330604,-0.5709667527540094,0.0208065230645157,-0.1748025290765373,0.081793115231968,-0.11980990696402,0.0669615882427962,0.0365789485369758,-0.1652698851703684,0.0595684176579224,0.0297611229854767,0.1412017354892258,0.1444090925262321,0.5698842644226895,-0.4579127553481533,-0.1130153190474879,-0.271872947204533,-0.22363943496394,-0.2254468208165306,0.2573851185834972
nearvember-mint-agent3,14.018510196194892,9.783629198351957,15.895939921630816,-0.1117427748261811,0.3906601458853838,-0.6742667598227409,-0.5043205279714315,-0.2769181211378314,0.1696874914731183,0.2680583416722932,0.1761343782151602,0.2749541853660106,-0.035095632945626,0.0755084462566342,0.0298898326310912,0.2406740631940066,-0.0561176433200284,0.0184044267292,1.1566805657605483,0.0726285804171577,0.0561654522466157,0.6722757099435756,-0.6121957269412779,0.1817764083816421
first_near_agent3,13.294931465203032,-10.14585491088714,-17.14126739802112,0.1558645084951119,0.0199689429206889,-0.0311744703144447,0.0748878815253394,0.1420626385245962,0.1128283407341373,0.1568244633704673,-0.0290545691361083,-0.2092740896892166,0.0267774169406793,-0.2082245359114142,-0.4209850956645075,-0.146550138687717,-0.150881948973542,-0.0519942008362452,-0.2799907002324934,-0.1369061611313756,0.1838812701133485,-0.6291163329925434,-0.7449856030417554,-0.1642466149227853
memecoin_agent4,-13.189061974306853,-9.06889644242895,15.869838358358402,-0.2047236704086206,-0.542220585873301,-0.1316958091313611,-0.4074727289543234,-0.6210602340203948,-0.0183791965497371,0.1460006655355027,-0.7685130846048196,-1.4292211800011547,0.1356999582573815,-0.4373260407841963,-0.0482069665479428,-0.2847365982272287,-0.1150702138564618,-0.3249938201220617,-0.1023646173240975,-0.3063352378890329,0.0383218308534911,-0.991285265537253,-0.1912729367874224,-0.3963040522645867
ui-agent4,-13.232329051627174,-10.09236314314751,-16.715382188435107,1.0384654752256135,0.0831091639512773,0.58311464425608,0.3005619987038589,0.3970875308215579,0.2108592993602814,0.0315689179871002,0.356276055158973,0.3561739200392616,0.3078169988096977,0.1129291332388222,0.3260179837836845,0.6329988430013125,0.2331229998514974,0.1788363100188441,1.0471048888119332,0.0523025391969196,-0.0397662074984402,0.4931338256534498,-0.0186997565334683,0.3698799767565183
xela-agent5,-13.189061974306853,10.37325698257508,15.873172340311717,-0.5554992963170154,-0.772856078716941,-0.4095386514989979,-0.3714465791225759,-0.5219927288995696,-0.1421161658256658,0.2032684811779012,-0.4284400773711871,-0.5410508408153679,-0.2406418016857643,-0.0762110919768849,-0.3065440049890923,0.0106212405454354,-0.0959761192176065,-0.0575948116781993,0.0516040719478629,0.1613286886115,0.053637993261702,-0.6499575415324487,-0.3281896321913887,-0.4290522449006518
assistant6,-13.189061974306853,10.37325698257508,15.873172340311717,0.3444538534271592,0.590947262854122,0.1238537785119698,0.1493962075546271,0.1589257642034227,0.1472470173617808,-0.149695103127054,0.6341773988220847,-0.589031049719999,0.7760537743555199,0.0392441143415115,0.2334884137098016,-0.1667617588156522,0.4164582597873417,0.4393084798288791,0.2322532623873182,-0.0213869903993207,-0.2516266508848088,0.7109808738808109,-0.4294059913547605,0.8974718920802867
vector-store-example6,14.018510196194892,9.783629198351957,15.895939921630816,1.2339338846899983,-0.0595979024481653,0.8162371207900387,-0.3979342434999244,-0.505051072225025,0.1837237432295242,0.0596186906557494,0.3334484566516815,0.1105085771186659,0.2472550872905726,-0.5141775145900622,0.023155680866673,-0.2318679002949142,-0.233249806935343,-0.0083410538264837,0.4714554351227004,-0.1068915414492611,-0.1487997725678016,0.391920520501641,-0.029130235700011,0.0766246878270675
pm-agent7,13.294931465203032,-10.14585491088714,-14.515199304802085,0.2457324378467309,0.3132735265535726,0.2992755966022817,0.0567190642000612,0.0273386535288394,0.1343347342891058,-0.2755158156849092,0.311107303472429,-0.0231838311586114,0.0719143141530921,0.1619017590182375,0.1082931304856976,0.3369204156645251,0.3751605403164811,0.5247831106409968,-0.0732096063039816,0.2240198608116717,0.316879052453167,0.407827610908521,0.385137844420469,0.3863332056528087
example-travel-agent8,-13.189061974306853,-9.06889644242895,15.869838358358402,0.2058373958403956,0.388725703472319,0.2968976910786217,0.4807458931200842,0.7520615710078042,0.1115495744148114,-0.1218912838848846,0.448239566941202,0.3993119766585815,-0.0407021914744361,0.3646829128711693,-0.2360650738036623,0.0934710171165313,0.2058062754173001,0.128366222440763,0.0026646364250774,0.2934828232103508,0.2370361549906989,0.5561833639502933,0.0509782368043872,0.1149577491649732
agents-builder9,14.018510196194892,-9.963662536850638,15.872729066606778,-0.2458026173776361,-0.4348144156688638,0.4971856690380291,-0.2298331988387351,-0.0381638249117839,-0.2358683936400488,-0.0595326057347826,-0.1785281224363873,-0.3087944735655868,0.0245003261169766,0.0506728630913311,-0.2228554329282137,0.5859043057727235,-0.3467707904095574,-0.1848472272740552,0.0712271940892114,-0.8202610819006516,-0.5892458996249411,-0.0503215142924575,-0.3389027237245614,-0.1238046043460495
dataset-agent9,-13.232329051627174,-10.09236314314751,-16.879253796063107,0.0058853432864735,-0.0405699680760737,0.0586425449153237,0.0683466013936512,-0.0078951726900183,-0.1469252850451281,0.0450970235393078,-0.1759675620107492,0.0314462174488783,-0.0518804012204607,-0.0468439964300679,0.0829786838851632,0.1256043114783666,-0.1692785482633045,-0.1266403722160767,0.1441139716741614,0.2104539685106039,-0.28533285871799,0.3978466795797124,0.6632016713032455,-0.0339167041222403
getaiceo-article-writer9,14.018510196194892,9.783629198351957,15.896383119474365,1.076742618882923,0.6074894221519026,-0.5932196586483264,0.6153849587634949,0.6617672687707816,0.0630961824527681,-0.1649740072360097,0.1889015257697746,0.4234049844325592,0.2883644255598184,0.0567750951262847,0.1834815216781765,0.4850840971268355,0.3678426937448988,-0.124999440447005,0.5736103752656121,0.3663950819519638,-0.3845810396170309,0.1745255717570484,0.6451471201311413,0.3379588457461607
chat1,-13.232329051627174,-10.09236314314751,-15.80083865172155,0.3018315976835317,0.6462302219644963,0.5117209089743724,0.5348755831554081,0.2548840712845778,0.0884532974395453,-0.0280231720729568,0.5311057836723979,0.8230429662278085,0.1103295193423752,-0.1940592022282345,0.0631207618945065,-0.0296172106429475,0.3488368824689027,0.3079072349368988,0.4142574027348933,0.1324019470214713,0.3453839317326849,0.5109308530084236,0.3948365024103364,0.0702011228727332
shopper11,14.018510196194892,-9.963662536850638,15.872729066606778,0.6761195567944599,0.4847214022820098,-0.9634862473105352,0.1447768733970443,0.4366051407683115,-0.0186581459152591,-0.1346886445912085,-0.1224497552456167,0.5000026849466052,-0.0470004155281866,0.0145108661716518,0.069754219114144,-0.2084728922624354,0.0926785901826573,-0.131120608841205,-0.377639771129737,-0.3277477637638336,-0.0418146308020694,-0.4588961416008431,-0.3195003915710217,-0.4470504936609725
defai12,-13.189061974306853,-9.06889644242895,15.869838358358402,0.3731338242664566,-0.0898565492506551,0.0733855606310997,0.6017067819169706,0.4753878240589197,0.0019539716497657,0.0091764876264946,-0.0979258664678671,0.4983538986097127,0.1366523891825202,0.1533845674687041,0.2322821498439631,-0.3824141895214427,0.0255085025042634,0.1942655293325906,-0.7688678519240777,-0.2932626334876819,-0.1624364281286011,0.0557329449049824,-0.3168772238578348,0.3499565264040969
hello-ai12,13.294931465203032,9.72369407489235,-16.543512596209336,1.531236062338157,0.6011207558935631,0.4744072100365516,-0.2390904637659549,-0.126830356963207,-0.1306850711159363,-0.1113466062442107,0.3654705942375572,0.2926770144828811,-0.01531807101014,-0.1837933425911878,0.1107074177479023,0.1422193064481295,-0.0077542504995635,-0.4213163304999013,-0.2559693212770656,0.2345093689462168,-0.1664117509851407,0.2645176208663071,0.1912133148106418,-0.1444558873566536
memecoin-trading-agent12,-13.232329051627174,-10.09236314314751,-17.311003868207546,-0.6473366092463385,0.2288394644691537,0.1876090829422269,-0.3347162627806205,-0.472895748094193,-0.0852184804590385,-0.0613810456558901,-0.0572790273350913,-0.3803317314435545,-0.228408405940832,-0.0686804186570566,-0.1110291062919497,-0.1476738832999889,0.1820327051619517,-0.5388812009458357,-1.200834077722432,-0.6160371646802953,-0.3294219702154776,-0.0882462594482653,0.1485683958541188,-0.5299620358433681
assistant13,-13.189061974306853,-9.06889644242895,15.869838358358402,0.6584171207674283,0.5150259600062903,0.7915625677486966,0.3697074271920803,0.1442562405067027,0.1231626164931969,0.2386542981266656,0.5845177936442796,0.4150536286372803,0.7478671491281451,0.3543035630540746,0.1696466873482321,0.4858007545780931,0.0646422809503798,0.2267329094114263,-0.2379786058129817,0.1815980886857686,0.0298539999365782,0.350214551027298,-0.1298239389500698,0.2491251232828156
image-gen13,-13.232329051627174,10.06321724612998,-17.580559928011237,0.0949233477526226,0.0736972691397155,-0.0920042806724488,-0.1363972837268184,-0.4265640917887425,-0.0809416508172404,-0.0441542768358305,-0.3193914877172926,-0.1963483552923071,-0.1269262040966363,0.0441171095701617,-0.0465521704069361,-0.0400609190036194,-0.4289855166301221,-0.3311979320683984,-0.4960673769421766,0.0518068321457077,-0.092085243081266,-0.1034835066238147,0.2123920209425649,0.049015607046305
